,Unnamed: 0,Country,Title,Year,Form of Violence,Full_Text,Brief_Description,Source of Info,Full_Text_Language,Country_Official_Spoken_Language,Type_of_Measures_1,Type_of_Measures_2,Population(2020),Yearly_Change,Net_Change,Density(P/Km),Land Area(Km),Migrants(net),Fert_Rate,Med_Age,UrbanPop %,WorldShare,Region,Income group,Rank_2020,Lower or single House Elections_2020,Lower or single House Seats_2020,Lower or single House Women_2020,Lower or single House % of Women_2020,Upper chamber Elections_2020,Upper chamber Seats_2020,Upper chamber Women_2020,Upper chamber % of Women_2020
145,145,Zimbabwe,Labour Act,2006,Sexual harassment,"Article 8 of the Labour Code provides as follows:

An employer or, for the purpose of paragraphs (g) and (h), an employer or any other person, commits an unfair labour practice if, by act or omission, he:

(g) demands from any employee or prospective employee any sexual favour as a condition of-
(i) the recruitment for employment; or
(ii) the creation, classification or abolition of jobs or posts; or
(iii) the improvement of the remuneration or other conditions of employment of the employee; or

(iv) the choice of persons for jobs or posts, training, advancement, apprenticeships, transfer, promotion or retrenchment; or
(v) the provision of facilities related to or connected with employment; or
(vi) any other matter related to employment; or
(h) engages in unwelcome sexually-determined behaviour towards any employee, whether verbal or otherwise, such as making physical contact or advances, sexually coloured remarks, or displaying pornographic materials in the workplace.",,"CEDAW/C/ZWE/2-5, p. 9",English,English,Other relevant laws ,  Employment Labor law,"14,862,924",1.48%,"217,456",38,"386,850","-116,858",3.6,19,38%,0.19%,Sub-Saharan Africa,Lower middle income,46.0,7.2018,270,86,31.9,7.2018,80,35,43.8
146,146,Zimbabwe,Sexual Offences Act,2001,Trafficking,The Sexual Offences Act (2001) protects women from sexual abuse and criminalizes marital rape and willful transmission of HIV and AIDS. The Act also prohibits trafficking of persons for purposes of prostitution and imposes stiffer penalties for violations.,Sexual Offences Act,"Response of the Government of Zimbabwe to the questionnaire on Beijing +15, 2009",,English,Violence against women ,  Legislation,"14,862,924",1.48%,"217,456",38,"386,850","-116,858",3.6,19,38%,0.19%,Sub-Saharan Africa,Lower middle income,46.0,7.2018,270,86,31.9,7.2018,80,35,43.8
147,147,Ghana,Multiple Indicator Cluster Survey 2006,2006,Female genital mutilation,"This report is based on the Ghana Multiple Indicator Cluster Survey, conducted in 2006 by Ghana Statistical Service and the Ministry of Health. The survey provides valuable information on the situation of women, men and children in Ghana. It was based largely on the need to monitor progress towards goals and targets emanating from recent international agreements, the Millennium Declaration, adopted by all 191 United Nations Member States in September 2000 and the Plan of Action of A World Fit for Children, adopted by 189 Member States at the United Nations Special Session on Children in May 2002.

Within the Child Protection Chapter of the report, statistics are provided on:


    female genital mutilation;
    
    early marriage; and
    
    attitudes toward domestic violence.",Multiple Indicator Cluster Survey 2006,"Response of the Government of Ghana to the questionnaire on violence against women, January 2009",English,English,Research and statistical data ,  Violence against women module in survey,"31,072,940",2.15%,"655,084",137,"227,540","-10,000",3.9,22,57%,0.40%,Sub-Saharan Africa,Lower middle income,150.0,12.2016,275,36,13.1,-,-,-,-
148,148,Ghana,Domestic Violence Management Board,2008,Domestic violence Intimate partner violence,"The Domestic Violence Management Board was established under the Domestic Violence Act , 2007 (Act 732) sections 36 - 37.

Mandate/ Functions of the Management Board


    Make recommendations for a national plan of action against domestic violence and monitor and report on the progress of the national plan of action through the Minister.
    
    Advise the Minister on Policy matters under the Act.
    
    Propose and promote strategies to prevent and combat domestic violence.
    
    Liaise with government agencies and organizations to promote the rehabilitation and reintegration of victims of domestic violence.
    
    Prepare guidelines for disbursement from the fund.
    
    Manage the fund.
    
    Conduct research on International and Regional Development and into standards for dealing with matters of domestic violence.
    
    Deal with any matters concerned with domestic violence.


Date established: July 2008

Details of membership:


    The Chairperson who is the Minister responsible for Women and Children's Affairs or her representative
    
    Representatives of the Attorney- General not below the level of Principal State Attorney
    
    The Ministry of Local Government
    
    The Ministry for Health, The Department of Social Welfare
    
    The Ministry of Education
    
    The Police Service
    
    Two representatives of civil society organizations
    
    Four persons nominated by the President",,"Response of the Government of Ghana to the questionnaire on violence against women, January 2009",English,English,Institutional mechanisms,,"31,072,940",2.15%,"655,084",137,"227,540","-10,000",3.9,22,57%,0.40%,Sub-Saharan Africa,Lower middle income,150.0,12.2016,275,36,13.1,-,-,-,-
149,149,Ghana,Domestic Violence Act 2007 (Act 732),2007,Sexual harassment,"Title : Domestic Violence Act (Act 732)
Date of adoption : 3rd May 2007
Date of entry into force : 21st Feb. 2007
Forms of violence addressed:
§   Domestic Violence
§   Physical Violence
§   Sexual Violence
§   Emotional Violence
§   Psychological Violence
§   Economic Violence",Domestic Violence Act 2007 (Act 732),"Response of the Government of Ghana to the questionnaire on violence against women, January 2009",English,English,Violence against women ,  Legislation,"31,072,940",2.15%,"655,084",137,"227,540","-10,000",3.9,22,57%,0.40%,Sub-Saharan Africa,Lower middle income,150.0,12.2016,275,36,13.1,-,-,-,-
150,150,Ghana,Domestic Violence Victims Support Unit,2005,Domestic violence Intimate partner violence,"This unit was set up by the government to help the Police Service to address the situation of domestic violence. The unit has become to be an important avenue for many women and children, who are victims of domestic violence. The unit has assisted victims of the following forms of violence:


    Non-maintenance of children
    
    Sexual abuse - rape and defilement
    
    Physical assault
    
    Indictment assault
    
    Fraud


Geographical location and distribution: 11 regional offices in the whole country and 63 district offices, 170 officers at post nationwide.",,"Response of the Government of Ghana to the questionnaire on violence against women, January 2009",English,English,"Institutional mechanisms, Police ",  Protocols and guidelines,"31,072,940",2.15%,"655,084",137,"227,540","-10,000",3.9,22,57%,0.40%,Sub-Saharan Africa,Lower middle income,150.0,12.2016,275,36,13.1,-,-,-,-
151,151,Ghana,Demographic and Health Survey 2003,2003,Domestic violence Intimate partner violence,"Within section 3.5 ""Women's empowerment"", statistics are provided on ""attitudes toward wife-beating"" and ""attitudes toward refusing sex.""",Demographic and Health Survey 2003,"Response of the Government of Ghana to the questionnaire on violence against women, January 2009",English,English,Research and statistical data ,  Violence against women module in survey,"31,072,940",2.15%,"655,084",137,"227,540","-10,000",3.9,22,57%,0.40%,Sub-Saharan Africa,Lower middle income,150.0,12.2016,275,36,13.1,-,-,-,-
152,152,Ghana,Training Manuals on School Related Gender-Based Violence,2008,Sexual violence,"Student training manual on school related gender- based violence prevention and response.
    
    Counselor training manual on school related gender-based violence


Produced and disseminated in May 2008 with support of the safe schools programme, USAID",,"Response of the Government of Ghana to the questionnaire on violence against women, January 2009",,English,Education ,  Formal education,"31,072,940",2.15%,"655,084",137,"227,540","-10,000",3.9,22,57%,0.40%,Sub-Saharan Africa,Lower middle income,150.0,12.2016,275,36,13.1,-,-,-,-
153,153,Ghana,Training Manuals on School Related Gender-Based Violence,2008,Sexual violence,"Student training manual on school related gender- based violence prevention and response.
    
    Counselor training manual on school related gender-based violence


Produced and disseminated in May 2008 with support of the safe schools programme, USAID",,"Response of the Government of Ghana to the questionnaire on violence against women, January 2009",English,English,Education ,  Formal education,"31,072,940",2.15%,"655,084",137,"227,540","-10,000",3.9,22,57%,0.40%,Sub-Saharan Africa,Lower middle income,150.0,12.2016,275,36,13.1,-,-,-,-
154,154,Algeria,"Loi 084-11 Du 9 Juin 1984, Portant Code De La Famille, Modifiée Et Complétée Par L'ordonnance N Oos-02 Du 27 Février 2005",2005,Child early and forced marriage,"La loi n084-11 du 9 juin 1984, portant Code de la famille, modifiée et complétée par l'ordonnance n OOS-02 du 27 février 2005, contient également des dispositions relatives à la protection des droits de la femme

« Art. 4 : Le mariage est un contrat consensuel passé entre un homme et une femme dans les formes légales. Il a, entre autres buts, de fonder une famille basée Sur l'affection, la mansuétude et l'entraide, de protéger moralement les deux conjoints et de préserver les liens de famille» L'Art. 13 interdit au wali qu'il soit père ou autre, de contraindre au mariage de la personne placée sous sa tutelle de même qu'il ne peut la marier sans son consentement",,"Response of the Government of Algeria to the questionnaire on violence against women, February 2009",French,French,Violence against women ,  Legislation,"43,851,044",1.85%,"797,990",18,"2,381,740","-10,000",3.1,29,73%,0.56%,Middle East & North Africa,Lower middle income,73.0,5.2017,462,119,25.8,12.2018,132,9,6.8
155,155,Algeria,Donnees Produites Par Les Services De Police,2009,Sexual violence,"Les services de la Direction Générale de Sureté Nationale (DGSN) collationnent, selon une périodicité trimestrielle et annuelle, la totalité des plaintes déposées par des femmes âgées de 18 ans et plus.
Les données statistiques élaborées classent les cas de violence d'une part par type de violence , selon 5 catégories:



    violences physiques
    violences sexuelles
    mauvais traitements
    meurtres
    harcèlement sexuel

 
D'autre part par type d'agresseur selon le lien de parenté avec la victime:



    époux
    père
    frère
    fils
    amants
    autres",,"Response of the Government of Algeria to the questionnaire on violence against women, February 2009",French,French,Research and statistical data ,  Other research and statistical data,"43,851,044",1.85%,"797,990",18,"2,381,740","-10,000",3.1,29,73%,0.56%,Middle East & North Africa,Lower middle income,73.0,5.2017,462,119,25.8,12.2018,132,9,6.8
